nsim,gamma,MSE_hat,se_MSE
1,0.1,0.11369169605320593,0.0
1,0.10009216427327419,0.05692692256587341,0.0
1,0.10018441348908107,0.057472919881495985,0.0
1,0.10027674772570727,0.07684565493449594,0.0
1,0.10036916706151167,0.07758287344962955,0.0
1,0.10046167157492526,0.08216960399884561,0.0
1,0.1005542613444514,0.13688152817146415,0.0
1,0.10064693644866575,0.05909152443010677,0.0
1,0.10073969696621637,0.10650350930361749,0.0
1,0.10083254297582392,0.15689452600523937,0.0
1,0.10092547455628148,0.07575733002568473,0.0
1,0.1010184917864548,0.13154904699687728,0.0
1,0.10111159474528233,0.09861552889925453,0.0
1,0.10120478351177525,0.09216149038667114,0.0
1,0.1012980581650176,0.10916351086666277,0.0
1,0.10139141878416626,0.1525058449844682,0.0
1,0.10148486544845108,0.06665774189141366,0.0
1,0.1015783982371749,0.07667337706840438,0.0
1,0.10167201722971377,0.12718436040450365,0.0
1,0.10176572250551676,0.22976254043295866,0.0
1,0.1018595141441062,0.0874292369645251,0.0
1,0.10195339222507774,0.10337355341988472,0.0
1,0.10204735682810033,0.08606214253020021,0.0
1,0.10214140803291648,0.08824848204335929,0.0
1,0.10223554591934204,0.11291195787669685,0.0
1,0.10232977056726651,0.11624021105730585,0.0
1,0.10242408205665299,0.1039744961621678,0.0
1,0.10251848046753824,0.12020303575746549,0.0
1,0.1026129658800329,0.07389132045321864,0.0
1,0.10270753837432131,0.1522545267877095,0.0
1,0.10280219803066182,0.14480938369743734,0.0
1,0.10289694492938668,0.06694601460477942,0.0
1,0.10299177915090217,0.09993312916846005,0.0
1,0.10308670077568877,0.09466496092584449,0.0
1,0.10318170988430102,0.22226437207288605,0.0
1,0.10327680655736778,0.13157347990419022,0.0
1,0.10337199087559217,0.10793289722452391,0.0
1,0.1034672629197517,0.08281289600640167,0.0
1,0.10356262277069839,0.06952970430615416,0.0
1,0.10365807050935869,0.1723673364971039,0.0
1,0.1037536062167337,0.11592110645081592,0.0
1,0.10384922997389909,0.1190228771037746,0.0
1,0.10394494186200538,0.07475887598278823,0.0
1,0.10404074196227778,0.2522819742445599,0.0
1,0.10413663035601639,0.1812457091335135,0.0
1,0.10423260712459624,0.11070630394901887,0.0
1,0.10432867234946736,0.1660134752811735,0.0
1,0.10442482611215485,0.15974761621981526,0.0
1,0.10452106849425896,0.07461232401391378,0.0
1,0.10461739957745511,0.056399225356230626,0.0
1,0.10471381944349403,0.12243695212456233,0.0
1,0.10481032817420176,0.0881062986477192,0.0
1,0.10490692585147982,0.12849230430990155,0.0
1,0.10500361255730513,0.10802727403660393,0.0
1,0.10510038837373022,0.22617220859599604,0.0
1,0.10519725338288322,0.0920734705641245,0.0
1,0.10529420766696794,0.1360702730357794,0.0
1,0.10539125130826402,0.1271626876532659,0.0
1,0.10548838438912686,0.13023072711797598,0.0
1,0.10558560699198778,0.21078701581725745,0.0
1,0.1056829191993541,0.0860792311275019,0.0
1,0.10578032109380911,0.11013543279134305,0.0
1,0.10587781275801232,0.17526934540626143,0.0
1,0.10597539427469936,0.07120228229611601,0.0
1,0.1060730657266821,0.11305996835551957,0.0
1,0.10617082719684875,0.06287534392075836,0.0
1,0.1062686787681639,0.08081406464994825,0.0
1,0.10636662052366867,0.14023695820387677,0.0
1,0.10646465254648063,0.15807302636565268,0.0
1,0.10656277491979399,0.057306566274645025,0.0
1,0.10666098772687962,0.05424620886110023,0.0
